sampleid	samplingdate	ST
SRR5387189	2015-03-29	ST258
SRR5387191	2015-03-25	ST258
SRR5387192	2015-03-31	ST307-1LV
SRR5387193	2015-04-10	ST29
SRR5387194	2015-03-24	ST307
SRR5387195	2015-04-13	ST307
SRR5387196	2015-04-13	ST35
SRR5387198	2015-03-31	ST342
SRR5387200	2015-03-26	ST307
SRR5387201	2015-03-24	ST258
SRR5387202	2015-04-16	ST307-1LV
SRR5387203	2015-03-26	ST307-1LV
SRR5387204	2015-03-30	ST37
SRR5387206	2015-03-31	ST1486
SRR5387207	2015-03-25	ST258
SRR5387208	2015-04-12	ST307-1LV
SRR5387209	2015-04-07	ST258
SRR5387210	2015-04-14	ST147
SRR5387211	2015-04-03	ST258
SRR5387212	2015-03-15	ST258
SRR5387213	2015-03-19	ST16
SRR5387214	2015-03-15	ST307
SRR5387215	2015-03-23	ST258
SRR5387216	2015-03-20	ST307
SRR5387217	2015-03-17	ST307
SRR5387218	2015-03-22	ST258
SRR5387220	2015-03-23	ST307
SRR5387221	2015-03-17	ST307
SRR5387222	2015-03-09	ST307-1LV
SRR5387223	2015-03-02	ST16
SRR5387224	2015-03-13	ST307
SRR5387225	2015-02-26	ST1440
SRR5387226	2015-02-22	ST307
SRR5387227	2015-03-05	ST258
SRR5387229	2015-03-11	ST307
SRR5387230	2015-03-10	ST17
SRR5387231	2015-03-16	ST37
SRR5387232	2015-03-16	ST147
SRR5387233	2015-02-23	ST147
SRR5387234	2015-03-08	ST147
SRR5387235	2015-02-26	ST258
SRR5387236	2015-03-02	ST307
SRR5387237	2015-03-09	ST307
SRR5387238	2015-03-09	ST17
SRR5387239	2015-02-25	ST45
SRR5387240	2015-03-09	ST17
SRR5387241	2015-02-27	ST258
SRR5387242	2015-03-01	ST307
SRR5387243	2015-01-24	ST258
SRR5387244	2015-01-23	ST258
SRR5387245	2015-01-20	ST258
SRR5387247	2015-01-15	ST258
SRR5387248	2015-01-18	ST36
SRR5387249	2015-01-23	ST307
SRR5387250	2015-01-23	ST258
SRR5387251	2015-03-16	ST147
SRR5387252	2015-01-17	ST336
SRR5387253	2015-03-12	ST15
SRR5387254	2015-03-16	ST147
SRR5387255	2015-01-23	ST258
SRR5387256	2015-01-30	ST307
SRR5387257	2015-02-06	ST307
SRR5387258	2015-01-29	ST307
SRR5387259	2015-02-02	ST628
SRR5387260	2015-01-15	ST258
SRR5387261	2015-01-10	ST258
SRR5387262	2015-01-18	ST15
SRR5387263	2015-01-20	ST101
SRR5387264	2015-01-19	ST405
SRR5387265	2015-02-04	ST307
SRR5387266	2015-01-23	ST258
SRR5387267	2015-02-01	ST106-1LV
SRR5387268	2015-01-30	ST307
SRR5387269	2015-02-01	ST307
SRR5387270	2015-02-03	ST45
SRR5387271	2015-01-29	ST327
SRR5387273	2015-01-14	ST258
SRR5387274	2015-01-21	ST258
SRR5387275	2015-02-04	ST45
SRR5387276	2015-02-04	ST716
SRR5387277	2015-01-23	ST258
SRR5387278	2015-02-06	ST258
SRR5387279	2015-01-12	ST17
SRR5387280	2015-01-13	ST17
SRR5387281	2015-01-21	ST35
SRR5387282	2015-01-14	ST258
SRR5387283	2015-02-06	ST551
SRR5387284	2015-01-15	ST15
SRR5387285	2015-01-20	ST258
SRR5387286	2015-02-04	ST716
SRR5387287	2015-01-13	ST307
SRR5387289	2015-01-30	ST106-1LV
SRR5387290	2015-01-29	ST25
SRR5387291	2015-01-26	ST307
SRR5387293	2015-01-14	ST307
SRR5387294	2015-01-31	ST307
SRR5387295	2015-01-22	ST258
SRR5387297	2015-02-01	ST106-1LV
SRR5387299	2015-01-22	ST15
SRR5387300	2015-01-17	ST45
SRR5387301	2015-01-26	ST258
SRR5387302	2015-02-06	ST17
SRR5387303	2015-01-29	ST327
SRR5387304	2015-01-27	ST17
SRR5387305	2015-01-15	ST307
SRR5387306	2015-02-10	ST15
SRR5387307	2015-02-21	ST45-1LV
SRR5387308	2015-02-10	ST307
SRR5387310	2015-02-23	ST405
SRR5387311	2015-02-23	ST147
SRR5387313	2015-02-16	ST307
SRR5387314	2015-02-16	ST307
SRR5387315	2015-02-14	ST307
SRR5387316	2015-02-18	ST147
SRR5387318	2015-03-08	ST307-1LV
SRR5387319	2015-02-21	ST147
SRR5387321	2015-02-11	ST258
SRR5387322	2015-02-12	ST405
SRR5387324	2015-02-10	ST307-1LV
SRR5387325	2015-01-07	ST258
SRR5387326	2015-01-07	ST258
SRR5387327	2015-01-04	ST258
SRR5387328	2015-01-05	ST36
SRR5387339	2015-01-05	ST258
SRR5387342	2015-01-10	ST258
SRR5387350	2015-01-01	ST307
SRR5387352	2015-01-11	ST258
SRR5409272	2016-01-18	ST147
SRR5513451	2016-05-17	ST716
SRR5513460	2016-05-19	ST716
SRR5513466	2016-05-17	ST716
SRR5513475	2015-12-15	ST17
SRR5513476	2016-02-29	ST25
SRR5513477	2016-03-08	ST25
SRR5513484	2016-04-25	ST1658
SRR5513509	2015-02-16	ST831
SRR5513514	2015-09-30	ST13
SRR5513515	2015-10-02	ST3613
SRR5513516	2015-03-26	ST3612
SRR5513555	2015-03-25	ST17
SRR5513557	2015-06-29	ST48
SRR5513559	2015-11-17	ST108
SRR5513561	2016-05-02	ST429
SRR5513562	2016-04-25	ST429
SRR5513563	2016-07-25	ST17
SRR5513566	2016-05-02	ST429
SRR5513568	2016-07-25	ST12
SRR5513569	2016-08-01	ST12
SRR5513570	2016-07-29	ST420
SRR5513571	2016-08-04	ST12
SRR5513573	2016-08-04	ST12
SRR5513575	2015-05-06	ST1373
SRR5513576	2016-05-17	ST716
SRR5513578	2015-09-28	ST45
SRR5513619	2015-07-09	ST3688
SRR5513620	2015-12-15	ST17
SRR5660159	2016-09-01	ST16
SRR5660160	2015-12-15	ST14
SRR5660161	2016-05-30	ST231
SRR5660162	2016-06-21	ST231
SRR5660179	2016-07-18	ST307
SRR5809254	2015-07-27	ST23
SRR5809255	2015-09-15	ST147
SRR5809262	2015-09-10	ST147
SRR5809265	2015-09-21	ST147
SRR5815998	2016-02-18	ST11
SRR5931292	2016-08-29	ST258
SRR5931306	2016-08-29	ST258
SRR5931307	2016-08-31	ST258
SRR5931312	2016-08-31	ST258
SRR5931313	2016-08-31	ST258
SRR5931314	2016-08-29	ST258
SRR5931315	2016-09-13	ST258
SRR5931324	2015-09-13	ST258
SRR5931326	2016-06-07	ST258
SRR5931327	2016-06-07	ST258
SRR5931328	2016-06-07	ST258
SRR5931329	2016-06-07	ST258
SRR5931330	2016-06-07	ST258
SRR5931331	2016-06-07	ST258
SRR5931332	2016-06-07	ST258
SRR5931333	2016-06-07	ST258
SRR5931334	2016-04-20	ST258
SRR5931335	2016-06-07	ST258
SRR5931359	2016-06-07	ST258
SRR5931360	2016-06-07	ST258
SRR5931361	2016-04-20	ST258
SRR5931362	2016-04-20	ST258
SRR5931365	2016-06-07	ST258
SRR5931366	2016-06-07	ST258
SRR5931394	2016-02-20	ST258
SRR5931400	2016-04-20	ST258
SRR5931402	2016-05-17	ST258
SRR5931404	2016-04-20	ST258
SRR5931405	2016-04-20	ST258
SRR5931406	2016-04-20	ST258
SRR5931407	2016-04-20	ST258
SRR5931408	2016-04-20	ST258
SRR5931409	2016-04-20	ST258
SRR5931410	2016-04-20	ST258
SRR5931411	2016-04-20	ST258
SRR5931412	2016-04-20	ST258
SRR5931413	2016-04-20	ST258
SRR5942511	2015-12-22	ST14
SRR5942525	2016-01-28	ST14
SRR5942539	2016-01-08	ST16
SRR5942541	2016-02-17	ST70
SRR5942542	2016-02-08	ST37
SRR5942543	2016-02-17	ST16
SRR5942544	2016-02-23	ST16
SRR5942545	2016-05-11	ST231
SRR5942546	2016-04-08	ST16
SRR5942547	2016-04-26	ST16
SRR5942548	2016-05-17	ST231
SRR5942549	2016-05-27	ST231
SRR5942550	2016-04-29	ST231
SRR5942767	2016-01-12	ST101
SRR5942925	2015-12-09	ST101
SRR5942926	2016-01-05	ST101
SRR5942929	2016-03-24	ST231
SRR5942930	2016-05-11	ST16
SRR5942931	2016-04-07	ST16
SRR5942932	2016-05-18	ST16
SRR5942941	2016-06-10	ST231
SRR5942942	2016-08-16	ST231
SRR5942943	2016-05-27	ST16
SRR5942944	2016-05-17	ST14
SRR5942945	2016-06-16	ST16
SRR5942946	2016-06-22	ST14
SRR5942947	2016-10-10	ST231
SRR5942948	2016-06-24	ST231
SRR5942949	2016-08-11	ST231
SRR5942961	2016-12-15	ST231
SRR5942979	2016-12-05	ST16
SRR5942980	2017-01-03	ST16
SRR5943128	2017-01-23	ST231
SRR5943129	2017-04-17	ST16
SRR5943130	2017-04-20	ST16
SRR5943183	2016-06-15	ST35
SRR5943220	2016-08-01	ST3541
SRR5943221	2016-08-11	ST17
SRR5943224	2016-10-04	ST3542
SRR5943226	2016-11-04	ST1
SRR5943227	2016-12-18	ST15
SRR5943229	2016-11-18	ST1867
SRR5943324	2016-02-19	ST534
SRR5943325	2015-03-08	ST1741
SRR5943326	2015-03-08	ST1015
SRR5943330	2015-03-08	ST101
SRR5943331	2015-03-08	ST3811
SRR5943333	2015-03-08	ST3812
SRR5943578	2016-02-18	ST3810
SRR5943580	2016-04-09	ST15
SRR5943581	2016-11-08	ST147
SRR5943582	2016-03-11	ST11
SRR5943583	2016-06-08	ST101
SRR5943584	2016-09-07	ST16
SRR5943585	2016-06-19	ST11
SRR5943586	2016-10-07	ST3809
SRR5943588	2016-07-04	ST48
SRR5943589	2016-06-07	ST105
SRR5943590	2016-11-04	ST15
SRR5943591	2016-05-23	ST1307
SRR5943592	2016-09-10	ST147
SRR5973235	2017-01-28	ST15
SRR5973236	2017-01-28	ST492
SRR5973237	2017-01-30	ST258
SRR5973238	2017-01-30	ST15
SRR5973239	2017-01-19	ST492
SRR5973240	2017-01-25	ST307
SRR5973241	2017-01-28	ST393
SRR5973242	2017-01-31	ST1876
SRR5973243	2017-01-25	ST1662-1LV
SRR5973244	2017-01-26	ST133
SRR5973245	2017-01-09	ST1662-1LV
SRR5973246	2017-01-01	ST492
SRR5973247	2017-01-06	ST307
SRR5973248	2017-01-03	ST258
SRR5973249	2017-01-09	ST15
SRR5973250	2017-01-06	ST2975
SRR5973251	2017-01-04	ST1426
SRR5973252	2017-01-03	ST551
SRR5973253	2017-01-06	ST133
SRR5973254	2017-01-03	ST45
SRR5973255	2017-02-11	ST20
SRR5973256	2017-02-12	ST45
SRR5973257	2017-02-06	ST774
SRR5973258	2017-02-09	ST45
SRR5973259	2017-02-12	ST37
SRR5973260	2017-02-13	ST111
SRR5973261	2017-02-06	ST42-1LV
SRR5973262	2017-02-12	ST17
SRR5973263	2017-02-09	ST433
SRR5973264	2017-02-13	ST353
SRR5973265	2017-01-31	ST37
SRR5973266	2017-02-03	ST1933
SRR5973267	2017-01-30	ST1662-1LV
SRR5973268	2017-01-30	ST307
SRR5973269	2017-02-03	ST147
SRR5973270	2017-02-03	ST15
SRR5973271	2017-02-02	ST258
SRR5973272	2017-02-01	ST1662-1LV
SRR5973273	2017-01-31	ST1662-1LV
SRR5973274	2017-02-02	ST492
SRR5973275	2017-01-01	ST492
SRR5973276	2016-12-29	ST45
SRR5973277	2017-03-03	ST432
SRR5973278	2017-03-02	ST36
SRR5973279	2017-01-01	ST258
SRR5973280	2016-12-26	ST307
SRR5973281	2016-12-30	ST307
SRR5973282	2016-12-27	ST307
SRR5973283	2016-12-29	ST258
SRR5973284	2016-12-29	ST323
SRR5973285	2017-02-18	ST258
SRR5973286	2017-02-06	ST492
SRR5973287	2017-02-13	ST258
SRR5973288	2017-02-13	ST307
SRR5973289	2017-02-08	ST258
SRR5973291	2017-02-01	ST258
SRR5973292	2017-01-31	ST45
SRR5973293	2017-02-01	ST418
SRR5973294	2017-02-09	ST258
SRR5973295	2017-02-28	ST2599
SRR5973296	2017-03-01	ST45
SRR5973297	2017-03-01	ST1686
SRR5973298	2017-03-03	ST1412
SRR5973299	2017-03-02	ST1024-2LV
SRR5973300	2017-02-28	ST14
SRR5973301	2017-02-28	ST502
SRR5973302	2017-03-01	ST37
SRR5973303	2017-02-27	ST13
SRR5973304	2017-03-01	ST966
SRR5973305	2017-02-12	ST147
SRR5973306	2017-02-06	ST48
SRR5973307	2017-02-10	ST3161
SRR5973308	2017-02-13	ST1180
SRR5973309	2017-02-06	ST36
SRR5973310	2017-02-09	ST1496
SRR5973311	2017-02-12	ST412
SRR5973312	2017-02-07	ST111
SRR5973313	2017-02-08	ST514
SRR5973314	2017-02-10	ST753
SRR5973315	2017-02-06	ST492
SRR5973316	2017-02-11	ST492
SRR5973317	2017-02-14	ST258
SRR5973318	2017-02-07	ST258
SRR5973319	2017-02-18	ST258
SRR5973320	2017-02-08	ST1876
SRR5973321	2017-02-06	ST307
SRR5973322	2017-02-07	ST307
SRR5973323	2017-02-09	ST101
SRR5973324	2017-02-18	ST1373
SRR5973325	2017-02-18	ST4731
SRR5973326	2017-02-28	ST218
SRR5973327	2017-02-27	ST466
SRR5973328	2017-02-27	ST2793
SRR5973329	2017-02-26	ST20
SRR5973330	2017-02-27	ST17
SRR5973331	2017-02-27	ST20
SRR5973332	2017-02-27	ST35
SRR5973333	2017-02-26	ST17
SRR5973334	2017-02-28	ST133
SRR5973335	2017-02-22	ST70
SRR5973336	2017-02-13	ST258
SRR5973337	2017-02-10	ST258
SRR5973338	2017-02-23	ST2217
SRR5973339	2017-02-23	ST307
SRR5973340	2017-02-20	ST45
SRR5973341	2017-02-06	ST492
SRR5973342	2017-02-21	ST307
SRR5973343	2017-02-13	ST29
SRR5973344	2017-02-22	ST5306
SRR5973346	2017-02-27	ST37
SRR5973347	2017-02-26	ST17
SRR5973348	2017-02-27	ST753
SRR5973349	2017-02-22	ST37
SRR5973350	2017-02-23	ST101
SRR5973351	2017-02-26	ST188
SRR5973352	2017-02-25	ST1824
SRR5973353	2017-02-27	ST1967-1LV
SRR5973354	2017-02-27	ST37
SRR5973355	2017-03-01	ST307
SRR5973356	2017-03-01	ST15
SRR5973357	2017-03-01	ST261
SRR5973358	2017-02-27	ST45-1LV
SRR5973359	2017-02-23	ST258
SRR5973360	2017-02-27	ST2599
SRR5973361	2017-02-27	ST307
SRR5973362	2017-02-25	ST8
SRR5973363	2017-02-26	ST86
SRR5973364	2017-02-25	ST661
SRR5973365	2017-02-26	ST2599
SRR5973366	2017-02-22	ST846
SRR5973367	2017-02-22	ST253-1LV
SRR5973368	2017-02-22	ST35
SRR5973369	2017-02-22	ST661
SRR5973370	2017-02-25	ST20
SRR5973371	2017-02-25	ST429
SRR5973372	2017-01-12	ST45
SRR5973373	2017-01-16	ST307
SRR5973374	2017-01-06	ST133
SRR5973375	2017-01-13	ST307
SRR5973376	2017-01-13	ST307
SRR5973377	2017-01-15	ST492
SRR5973378	2017-01-14	ST16
SRR5973379	2017-01-12	ST307
SRR5973380	2017-01-16	ST307
SRR5973381	2017-01-08	ST258
SRR5973382	2017-02-18	ST258
SRR5973383	2017-02-18	ST37
SRR5973385	2017-02-15	ST2330
SRR5973386	2017-02-20	ST636
SRR5973387	2017-02-18	ST20
SRR5973388	2017-02-19	ST152
SRR5973389	2017-02-19	ST35
SRR5973390	2017-02-22	ST392
SRR5973391	2017-02-20	ST37
SRR5973392	2017-01-23	ST528
SRR5973393	2017-01-24	ST405
SRR5973394	2017-01-17	ST258
SRR5973395	2017-01-20	ST16
SRR5973396	2017-01-24	ST307
SRR5973397	2017-01-25	ST25
SRR5973398	2017-01-17	ST1662-1LV
SRR5973399	2017-01-16	ST392
SRR5973400	2017-01-24	ST258
SRR5973401	2017-01-18	ST5056
SRR5973402	2017-02-16	ST218
SRR5973403	2017-02-16	ST37
SRR5973404	2017-02-15	ST65
SRR5973405	2017-02-14	ST1164
SRR5973406	2017-02-14	ST2599
SRR5973407	2017-02-14	ST466
SRR5973408	2017-02-13	ST2267
SRR5973409	2017-02-08	ST36
SRR5973410	2017-02-16	ST200
SRR5973411	2017-02-16	ST107
SRR6067068	2016-09-06	ST1
SRR6179358	2017-09-05	ST307
SRR6292393	2017-06-14	ST48
SRR6317420	2016-08-19	ST15
SRR6442874	2016-12-05	ST45
SRR6474043	2016-11-03	ST11
SRR6478755	2016-03-19	ST268
SRR6478756	2016-02-08	ST1303
SRR6478757	2015-10-25	ST16
SRR6478758	2015-09-24	ST16
SRR6478759	2015-01-19	ST16
SRR6480137	2016-09-15	ST147
SRR6480138	2016-03-07	ST395
SRR6480139	2016-01-15	ST395
SRR6480140	2015-07-05	ST147
SRR6480141	2016-03-04	ST147
SRR6480143	2015-01-10	ST147
SRR6480144	2015-01-22	ST147
SRR6480145	2015-07-10	ST147
SRR6480147	2016-02-10	ST395
SRR6480149	2016-02-18	ST11
SRR6480151	2016-03-02	ST147
SRR6480152	2016-09-12	ST147
SRR6480157	2015-05-15	ST147
SRR6793801	2016-10-26	ST15
SRR6793808	2015-12-24	ST628
SRR6793812	2015-01-26	ST11
SRR6793814	2015-01-01	ST231
SRR6793821	2015-05-01	ST1537
SRR6793832	2015-09-15	ST11
SRR6793833	2015-10-31	ST551
SRR6852549	2017-08-12	ST86
SRR6852550	2017-09-16	ST86
SRR6852551	2017-07-18	ST3355
SRR6852553	2016-11-11	ST37
SRR6852554	2017-01-07	ST35
SRR6852557	2017-03-20	ST35
SRR6852558	2017-04-25	ST412
SRR6852559	2017-03-01	ST35
SRR6852561	2017-04-28	ST485
SRR6883067	2015-12-04	ST147
SRR6883068	2015-10-22	ST147
SRR6883069	2015-11-20	ST147
SRR6892675	2015-03-10	ST17
SRR6892699	2015-08-07	ST307
SRR6892706	2015-03-02	ST258
SRR6892708	2015-02-17	ST258
SRR6892709	2015-03-17	ST258
SRR6892710	2015-03-17	ST17
SRR6892711	2015-03-09	ST340
SRR6892712	2015-03-03	ST258
SRR6892721	2015-08-26	ST983
SRR6892723	2015-08-11	ST15
SRR6892731	2015-03-31	ST17
SRR6892735	2015-01-09	ST17
SRR6892736	2015-01-09	ST17
SRR6892755	2015-02-16	ST34
SRR6892756	2015-02-16	ST258
SRR6892761	2015-02-03	ST258
SRR6892762	2015-02-16	ST340
SRR6892763	2015-01-22	ST258-1LV
SRR6892766	2015-03-25	ST258
SRR6892780	2015-02-05	ST258
SRR6892783	2015-01-11	ST17
SRR6892784	2015-03-21	ST258
SRR6892785	2015-03-16	ST258
SRR6892786	2015-03-22	ST258
SRR6892788	2015-03-28	ST258
SRR6946351	2017-04-05	ST11
SRR6946352	2017-04-05	ST11
SRR6946353	2017-03-27	ST11
SRR6946354	2017-03-27	ST11
SRR6946356	2017-03-27	ST11
SRR6946357	2017-03-27	ST11
SRR6946358	2017-04-05	ST11
SRR6946359	2017-03-27	ST11
SRR6946360	2017-03-27	ST11
SRR6951514	2017-04-17	ST11
SRR6951515	2017-04-17	ST11
SRR6951516	2017-04-17	ST11
SRR6951517	2017-04-17	ST11
SRR6951518	2017-04-17	ST11
SRR6951519	2017-04-17	ST11
SRR6951520	2017-04-11	ST11
SRR6951521	2017-04-11	ST11
SRR6951522	2017-04-11	ST45
SRR6951523	2017-04-11	ST11
SRR6952533	2017-05-15	ST11
SRR6952535	2017-05-03	ST11
SRR6952539	2017-04-24	ST11
SRR6952540	2017-04-24	ST11
SRR6952541	2017-04-24	ST11
SRR6952542	2017-04-24	ST11
SRR6952543	2017-04-24	ST11
SRR6952544	2017-04-17	ST1640
SRR6952545	2017-04-18	ST11
SRR6952546	2017-05-08	ST11
SRR6952547	2017-05-08	ST11
SRR6952548	2017-05-08	ST11
SRR6952550	2017-05-08	ST45
SRR6952553	2017-05-08	ST11
SRR6952554	2017-05-08	ST11
SRR6952555	2017-05-08	ST11
SRR6952556	2017-05-08	ST11
SRR6955403	2016-07-18	ST11
SRR6955406	2016-11-07	ST3627
SRR6955408	2017-05-30	ST11
SRR6955409	2017-05-22	ST11
SRR6955411	2017-05-19	ST11
SRR6955412	2017-05-16	ST11
SRR6955413	2017-05-16	ST11
SRR6955416	2017-05-30	ST11
SRR6955417	2017-05-30	ST11
SRR6955418	2016-07-06	ST11
SRR6955421	2016-09-30	ST11
SRR6955422	2016-10-15	ST23
SRR6955425	2017-05-30	ST11
SRR6958721	2017-07-15	ST11
SRR6958723	2017-06-26	ST11
SRR6958724	2017-06-22	ST45
SRR6958725	2017-07-02	ST11
SRR6958726	2017-07-03	ST11
SRR6958727	2017-07-08	ST11
SRR6958729	2017-07-15	ST11
SRR6958730	2017-07-14	ST45
SRR6958731	2015-12-31	ST660
SRR6958732	2016-05-11	ST1037
SRR6958733	2016-03-16	ST37
SRR6958734	2017-06-26	ST23
SRR6958735	2017-03-01	ST412
SRR6958736	2016-07-21	ST1229
SRR6958741	2017-04-13	ST11
SRR6958742	2017-04-10	ST11
SRR6958743	2017-03-22	ST11
SRR6958744	2017-03-22	ST45
SRR6958745	2017-04-22	ST11
SRR6958746	2017-04-16	ST11
SRR6958747	2017-04-14	ST11
SRR6958748	2017-04-15	ST11
SRR6958749	2017-05-12	ST11
SRR6958750	2017-05-02	ST11
SRR6958753	2016-10-25	ST54
SRR6958755	2016-12-29	ST628
SRR6958756	2016-12-16	ST490
SRR6958771	2017-03-17	ST45
SRR6958772	2017-03-22	ST307
SRR6958773	2017-03-09	ST45
SRR6958774	2017-03-09	ST11
SRR6958775	2017-03-09	ST11
SRR6958776	2017-03-09	ST11
SRR6958777	2017-04-13	ST700
SRR6958778	2017-04-16	ST700
SRR6958779	2016-05-28	ST23
SRR6958782	2016-12-07	ST3817
SRR6958810	2017-02-20	ST45
SRR6958812	2017-02-13	ST11
SRR6958816	2017-03-06	ST11
SRR6958818	2017-02-24	ST11
SRR6958824	2017-07-19	ST45
SRR6958825	2017-07-20	ST11
SRR6958826	2017-08-04	ST11
SRR6958827	2017-08-05	ST45
SRR6958828	2017-08-06	ST11
SRR6958829	2017-08-24	ST2407
SRR6958830	2017-08-24	ST2407
SRR6958831	2017-05-24	ST11
SRR6958832	2017-06-16	ST48
SRR6958833	2017-05-24	ST48
SRR6958845	2017-01-24	ST11
SRR6958846	2017-02-10	ST11
SRR6958849	2016-12-29	ST11
SRR6958852	2017-01-05	ST11
SRR6958864	2017-06-15	ST11
SRR6958865	2017-06-21	ST45
SRR6958866	2017-05-18	ST11
SRR6958867	2017-05-23	ST11
SRR6958868	2017-05-21	ST11
SRR6958869	2017-05-23	ST45
SRR6958870	2017-06-09	ST11
SRR6958871	2017-06-15	ST11
SRR6958872	2017-05-28	ST11
SRR6958873	2017-06-07	ST11
SRR6959176	2017-04-11	ST11
SRR6959177	2017-04-11	ST11
SRR6959178	2017-04-11	ST11
SRR6959179	2017-04-05	ST11
SRR6959180	2017-04-05	ST661
SRR6959181	2017-04-05	ST11
SRR6959182	2017-04-11	ST11
SRR6959183	2017-04-11	ST11
SRR6959184	2017-04-11	ST11
SRR6959185	2017-04-11	ST11
SRR7042827	2016-05-30	ST11
SRR7042828	2016-01-31	ST11
SRR7042829	2015-04-28	ST11
SRR7042831	2016-04-04	ST11
SRR7042832	2016-05-20	ST11
SRR7042837	2016-06-21	ST23
SRR7042840	2016-01-12	ST1764
SRR7445582	2017-01-28	ST1916
SRR7540303	2016-09-30	ST11
SRR7588831	2016-03-06	ST2763
SRR7588832	2016-02-15	ST190-1LV
SRR7588835	2016-02-16	ST1093
SRR7588837	2016-05-13	ST295
SRR7588842	2016-02-18	ST2777-1LV
SRR7867325	2016-08-22	ST76
SRR7867326	2016-05-05	ST76
SRR7867327	2016-10-02	ST76
SRR8187417	2017-07-01	ST37
SRR8241382	2017-12-10	ST11
SRR8241383	2017-12-10	ST11
SRR8241384	2017-12-10	ST11
SRR8241385	2017-12-10	ST11
SRR8241386	2017-12-10	ST11
SRR8241387	2017-12-10	ST2632
SRR8241388	2017-10-21	ST11
SRR8286437	2016-05-11	ST11
SRR8286438	2016-05-02	ST11
SRR8286439	2016-05-17	ST5387
SRR8286440	2016-05-14	ST11
SRR8286441	2016-04-26	ST11
SRR8286442	2016-04-26	ST11
SRR8286443	2016-04-28	ST11
SRR8286444	2016-04-26	ST11
SRR8286445	2016-05-23	ST11
SRR8286446	2016-05-18	ST11
SRR8286447	2016-06-15	ST11
SRR8286448	2016-06-15	ST11
SRR8286449	2016-06-11	ST11
SRR8286450	2016-06-12	ST11
SRR8286451	2016-06-02	ST11
SRR8286452	2016-06-09	ST307
SRR8286453	2016-05-25	ST11
SRR8286454	2016-05-28	ST11
SRR8286456	2016-06-15	ST11
SRR8286457	2016-04-05	ST11
SRR8286458	2016-04-05	ST11
SRR8286459	2016-04-04	ST11
SRR8286460	2016-03-29	ST11
SRR8286461	2016-04-13	ST11
SRR8286462	2016-04-12	ST11
SRR8286463	2016-04-11	ST11
SRR8286464	2016-04-10	ST11
SRR8286465	2016-04-16	ST11
SRR8286466	2016-04-15	ST11
SRR8286475	2016-04-26	ST11
SRR8286476	2016-04-26	ST11
SRR8286477	2016-04-26	ST11
SRR8286478	2016-04-26	ST11
SRR8286479	2016-04-26	ST11
SRR8286480	2016-04-26	ST11
SRR8286481	2016-04-20	ST11
SRR8286482	2016-04-25	ST11
SRR8286483	2016-04-26	ST11
SRR8286484	2016-04-26	ST11
SRR8286485	2016-07-28	ST370
SRR8286487	2016-08-04	ST4784
SRR8286488	2016-07-29	ST11
SRR8286489	2016-08-11	ST11
SRR8286490	2016-08-04	ST656
SRR8286491	2016-08-19	ST11
SRR8286492	2016-08-15	ST11
SRR8286493	2016-08-23	ST15
SRR8286494	2016-08-21	ST11
SRR8286495	2016-06-21	ST11
SRR8286496	2016-06-21	ST11
SRR8286497	2016-06-20	ST11
SRR8286498	2016-06-16	ST11
SRR8286499	2016-06-15	ST11
SRR8286500	2016-06-15	ST11
SRR8286501	2016-06-15	ST11
SRR8286502	2016-06-15	ST11
SRR8286503	2016-06-15	ST11
SRR8286504	2016-06-15	ST11
SRR8286505	2016-09-12	ST11
SRR8286506	2016-09-23	ST182
SRR8286507	2016-09-07	ST11
SRR8286508	2016-09-10	ST11
SRR8286509	2016-10-16	ST11
SRR8286510	2016-10-19	ST629
SRR8286511	2016-09-24	ST34
SRR8286512	2016-10-16	ST11
SRR8286513	2016-10-22	ST11
SRR8286514	2016-10-26	ST11
SRR8286515	2016-03-24	ST11
SRR8286516	2016-03-27	ST11
SRR8286517	2016-02-20	ST11
SRR8286518	2016-02-21	ST11
SRR8286519	2016-02-15	ST11
SRR8286520	2016-02-18	ST11
SRR8286521	2016-03-14	ST11
SRR8286522	2016-03-16	ST11
SRR8286523	2016-02-27	ST11
SRR8286524	2016-02-29	ST11
SRR8286525	2016-07-18	ST11
SRR8286526	2016-07-27	ST11
SRR8286527	2016-06-21	ST11
SRR8286528	2016-06-23	ST11
SRR8286530	2016-06-27	ST5387
SRR8286531	2016-06-27	ST5387
SRR8286532	2016-07-06	ST11
SRR8286533	2016-07-08	ST11
SRR8286534	2016-07-13	ST11
SRR8286535	2016-01-15	ST11
SRR8286536	2016-02-14	ST11
SRR8286537	2015-11-07	ST307
SRR8286538	2015-11-14	ST307
SRR8286539	2015-07-30	ST11
SRR8286540	2015-10-23	ST307
SRR8286541	2016-01-09	ST11
SRR8286542	2016-01-13	ST11
SRR8286543	2015-12-01	ST307
SRR8286544	2016-01-04	ST11
SRR8452412	2017-09-05	ST1271-1LV
SRR8452415	2017-01-16	ST321
SRR8452417	2016-09-15	ST321
SRR8452420	2017-09-23	ST433
SRR8452421	2016-02-11	ST433
SRR8452422	2016-10-04	ST321
SRR8452426	2017-09-08	ST1271
SRR8452427	2017-04-23	ST1271
SRR8452428	2017-06-06	ST1271
SRR8452429	2017-06-22	ST1271
SRR8452430	2017-07-07	ST1271
SRR8452432	2016-10-05	ST433
SRR8452434	2016-07-11	ST1271
SRR8452435	2017-08-12	ST433
