sampleid	samplingdate	ST
F1S1R1D4B3P3H02	2021-10-07	43
F1S1R1D4B3P2F10	2021-10-07	36
F1S1R1D4B3P2H11	2021-10-07	3
F1S1R1D4B3P2E08	2021-10-07	506
F1S1R1D4B3P2E10	2021-10-07	-
F1S1R1D4B3P2E12	2021-10-07	43
F1S1R1D4B3P2F07	2021-10-07	1
F1S1R1D4B3P2G10	2021-10-07	-
F1S1R1D4B3P3D02	2021-10-08	519
F1S1R1D4B3P2A08	2021-10-08	86
F1S1R1D4B3P3B09	2021-10-08	26
F1S1R1D4B3P2A10	2021-10-08	2
F1S1R1D4B3P3E02	2021-10-08	4
F1S1R1D4B3P4A03	2021-10-08	2
F1S1R1D4B3P3F02	2021-10-08	43
F1S1R1D4B3P2D11	2021-10-08	-
F1S1R1D4B3P3G03	2021-10-08	-
F1S1R1D4B3P3G09	2021-10-08	-
F1S1R1D4B3P2H10	2021-10-08	3
F1S1R1D4B3P2H04	2021-10-08	-
F1S1R1D4B3P2B05	2021-10-08	32
F1S1R1D4B3P2G06	2021-10-08	29
F1S1R1D4B3P2B10	2021-10-08	88
F1S1R1D4B3P3A09	2021-10-08	355
F1S1R1D4B3P4G06	2021-10-09	1112
F1S1R1D4B3P3C02	2021-10-09	4
F1S1R1D4B3P3A11	2021-10-09	1112
F1S1R1D4B3P3E03	2021-10-09	-
F1S1R1D4B3P3E05	2021-10-09	36
F1S1R1D4B3P3B02	2021-10-09	1
F1S1R1D4B3P3A07	2021-10-10	-
F1S1R1D4B3P3B10	2021-10-10	86
F1S1R1D4B3P3C08	2021-10-10	862
F1S1R1D4B3P4A02	2021-10-11	24
F1S1R1D4B3P3E07	2021-10-11	78
F1S1R1D4B3P3E12	2021-10-11	7
F1S1R1D4B3P3G10	2021-10-11	6
F1S1R1D4B3P3A10	2021-10-11	506
F1S1R1D4B3P4H09	2021-10-11	3
F1S1R1D4B3P3F06	2021-10-11	74
F1S1R1D4B3P3F07	2021-10-11	86
F1S1R1D4B3P3H09	2021-10-11	3
F1S1R1D4B3P3A08	2021-10-11	77
F1S1R1D4B3P4B02	2021-10-11	1
F1S1R1D4B3P4H04	2021-10-11	-
F1S1R1D4B3P3G08	2021-10-11	2
F1S1R1D4B3P3H07	2021-10-11	-
F1S1R1D4B3P4H02	2021-10-11	24
F1S1R1D4B3P3H06	2021-10-11	3
F1S1R1D4B3P4H06	2021-10-11	479
F1S1R1D4B3P4C04	2021-10-11	6
F1S1R1D4B3P3G11	2021-10-11	77
F1S1R1D4B3P3D08	2021-10-11	3
F1S1R1D4B3P3B08	2021-10-11	77
F1S1R1D4B3P4C09	2021-10-11	36
F1S1R1D4B3P3H11	2021-10-11	36
F1S1R1D4B3P3C12	2021-10-11	3
F1S1R1D4B3P3F10	2021-10-11	77
F1S1R1D4B3P3B12	2021-10-11	3
F1S1R1D4B3P3B07	2021-10-11	1112
F1S1R1D4B3P3C07	2021-10-11	3
F1S1R1D4B3P3H10	2021-10-11	77
F1S1R1D4B3P4A10	2021-10-11	3
F1S1R1D4B3P3D09	2021-10-11	-
F1S1R1D4B3P3B05	2021-10-11	6
F1S1R1D4B3P3A12	2021-10-11	77
F1S1R1D4B3P3F11	2021-10-11	506
F1S1R1D4B3P4G02	2021-10-11	2
F1S1R1D4B3P4D10	2021-10-11	-
F1S1R1D4B3P3F08	2021-10-11	-
F1S1R1D4B3P3D10	2021-10-12	4
F1S1R1D4B3P3D12	2021-10-12	53
F1S1R1D4B3P3H12	2021-10-12	-
F1S1R1D4B3P4A01	2021-10-12	33
F1S1R1D4B3P4H01	2021-10-12	-
F1S1R1D4B3P4B08	2021-10-12	4
F1S1R1D4B3P4F08	2021-10-12	-
F1S1R1D4B3P4F05	2021-10-12	4
F1S1R1D4B3P4F01	2021-10-12	86
F1S1R1D4B3P4G07	2021-10-12	-
F1S1R1D4B3P4E02	2021-10-12	3
F1S1R1D4B3P4D09	2021-10-12	471
F1S1R1D4B3P4G04	2021-10-12	-
F1S1R1D4B3P4G01	2021-10-12	882
F1S1R1D4B3P4C08	2021-10-12	-
F1S1R1D4B3P4C06	2021-10-12	853
F1S1R1D4B3P5C08	2021-10-12	471
F1S1R1D4B3P4C02	2021-10-12	32
F1S1R1D4B3P5C03	2021-10-12	24
F1S1R1D4B3P5B08	2021-10-13	471
F1S1R1D4B3P5B01	2021-10-13	24
F1S1R1D4B3P5F08	2021-10-13	8
F1S1R1D4B3P5G03	2021-10-13	546
F1S1R1D4B3P4H08	2021-10-13	33
F1S1R1D4B3P4H05	2021-10-13	24
F1S1R1D4B3P5C05	2021-10-13	654
F1S1R1D4B3P5D03	2021-10-13	26
F1S1R1D4B3P5G01	2021-10-13	654
F1S1R1D4B3P4H12	2021-10-13	43
F1S1R1D4B3P4F09	2021-10-13	643
F1S1R1D4B3P4B07	2021-10-13	339
F1S1R1D4B3P4A12	2021-10-13	1
F1S1R1D4B3P4C05	2021-10-13	36
F1S1R1D4B3P4A05	2021-10-13	-
F1S1R1D4B3P4D05	2021-10-13	893
F1S1R1D4B3P5H03	2021-10-13	541
F1S1R1D4B3P5E03	2021-10-13	-
F1S1R1D4B3P4E12	2021-10-13	4
F1S1R1D4B3P5A01	2021-10-14	221
F1S1R1D4B3P5E08	2021-10-14	-
F1S1R1D4B3P5F01	2021-10-14	24
F1S1R1D4B3P5H01	2021-10-14	24
F1S1R1D4B3P5F04	2021-10-14	24
F1S1R1D4B3P5D01	2021-10-14	82
F1S1R1D4B3P4C10	2021-10-14	874
F1S1R1D4B3P5B09	2021-10-14	1
F1S1R1D4B3P4C11	2021-10-14	1
F1S1R1D4B3P5C01	2021-10-14	115
F1S1R1D4B3P4B12	2021-10-14	874
F1S1R1D4B3P5H04	2021-10-14	1
F1S1R1D4B3P5A05	2021-10-14	-
F1S1R1D4B3P4E09	2021-10-14	86
F1S1R1D4B3P4F11	2021-10-14	52
F1S1R1D4B3P5A07	2021-10-14	221
F1S1R1D4B3P5A02	2021-10-15	43
F1S1R1D4B3P5D10	2021-10-15	2
F1S1R1D4B3P5D05	2021-10-15	-
F1S1R1D4B3P5A06	2021-10-15	36
F1S1R1D4B3P5D02	2021-10-15	53
F1S1R1D4B3P5B06	2021-10-15	566
F1S1R1D4B3P4G10	2021-10-15	378
F1S1R1D4B3P4E11	2021-10-15	3
F1S1R1D4B3P5D11	2021-10-15	-
F1S1R1D4B3P5B02	2021-10-15	455
F1S1R1D4B3P5B03	2021-10-15	53
F1S1R1D4B3P5C11	2021-10-15	22
F1S1R1D4B3P5B05	2021-10-15	-
F1S1R1D4B4P1A07	2021-10-15	420
F1S1R1D4B3P5E02	2021-10-15	39
F1S1R1D4B3P5G06	2021-10-15	-
F1S1R1D4B3P5F11	2021-10-15	-
F1S1R1D4B4P1D04	2021-10-15	53
F1S1R1D4B4P2A02	2021-10-15	4
F1S1R1D4B3P5F09	2021-10-15	722
F1S1R1D4B3P5F07	2021-10-15	-
F1S1R1D4B4P2A10	2021-10-15	-
F1S1R1D4B3P5H09	2021-10-15	22
F1S1R1D4B4P2C01	2021-10-15	22
F1S1R1D4B3P5E07	2021-10-15	479
F1S1R1D4B3P5E09	2021-10-15	455
F1S1R1D4B3P5F02	2021-10-15	-
F1S1R1D4B3P5E11	2021-10-15	455
F1S1R1D4B3P5F05	2021-10-15	-
F1S1R1D4B3P5C06	2021-10-16	32
F1S1R1D4B3P5C10	2021-10-16	32
F1S1R1D4B4P1G03	2021-10-16	4
F1S1R1D4B4P1B02	2021-10-16	4
F1S1R1D4B3P5G08	2021-10-16	24
F1S1R1D4B3P5D07	2021-10-16	506
F1S1R1D4B4P1G01	2021-10-17	-
F1S1R1D4B3P5G11	2021-10-17	3
F1S1R1D4B4P1D08	2021-10-17	77
F1S1R1D4B4P1B09	2021-10-17	6
F1S1R1D4B4P1C09	2021-10-17	77
F1S1R1D4B4P1C05	2021-10-17	202
F1S1R1D4B4P1C01	2021-10-17	-
F1S1R1D4B4P1B12	2021-10-17	77
F1S1R1D4B4P1A06	2021-10-17	77
F1S1R1D4B4P1D01	2021-10-17	658
F1S1R1D4B4P1C08	2021-10-17	6
F1S1R1D4B4P1A09	2021-10-17	1
F1S1R1D4B3P5B07	2021-10-17	3
F1S1R1D4B3P5A12	2021-10-17	77
F1S1R1D4B3P5D06	2021-10-17	86
F1S1R1D4B3P5F06	2021-10-17	8
F1S1R1D4B3P5C07	2021-10-17	3
F1S1R1D4B4P2D10	2021-10-18	-
F1S1R1D4B4P1B07	2021-10-18	132
F1S1R1D4B4P2B01	2021-10-18	2
F1S1R1D4B3P5C12	2021-10-18	43
F1S1R1D4B4P1B11	2021-10-18	471
F1S1R1D4B4P2A01	2021-10-18	2
F1S1R1D4B4P1C07	2021-10-18	4
F1S1R1D4B4P1H12	2021-10-18	24
F1S1R1D4B4P2G02	2021-10-18	3
F1S1R1D4B4P1C11	2021-10-18	53
F1S1R1D4B4P1G07	2021-10-18	3
F1S1R1D4B4P1H11	2021-10-18	4
F1S1R1D4B4P1D06	2021-10-18	-
F1S1R1D4B4P1H09	2021-10-18	134
F1S1R1D4B4P1D09	2021-10-18	77
F1S1R1D4B3P5G12	2021-10-18	-
F1S1R1D4B4P1E01	2021-10-18	1
F1S1R1D4B4P1H06	2021-10-18	35
F1S1R1D4B4P1E09	2021-10-18	77
F1S1R1D4B4P2H01	2021-10-18	26
F1S1R1D4B4P1E12	2021-10-18	4
F1S1R1D4B4P1F01	2021-10-18	417
F1S1R1D4B4P1F06	2021-10-18	53
F1S1R1D4B4P1G10	2021-10-18	1
F1S1R1D4B4P1G05	2021-10-18	1
F1S1R1D4B4P1G06	2021-10-18	43
F1S1R1D4B4P1G08	2021-10-19	3
F1S1R1D4B4P1G09	2021-10-19	3
F1S1R1D4B4P2F02	2021-10-19	895
F1S1R1D4B4P2A04	2021-10-19	3
F1S1R1D4B4P1G11	2021-10-19	3
F1S1R1D4B4P2E02	2021-10-19	895
F1S1R1D4B4P1F10	2021-10-19	82
F1S1R1D4B4P1E06	2021-10-19	43
F1S1R1D4B4P1D10	2021-10-19	3
F1S1R1D4B4P1C10	2021-10-19	566
F1S1R1D4B4P1E10	2021-10-19	66
F1S1R1D4B4P1B10	2021-10-19	3
F1S1R1D4B4P1C06	2021-10-19	132
F1S1R1D4B4P1A10	2021-10-19	6
F1S1R1D4B4P1B05	2021-10-19	399
F1S1R1D4B4P2G01	2021-10-19	74
F1S1R1D4B4P1F11	2021-10-20	26
F1S1R1D4B4P1D11	2021-10-20	74
F1S1R1D4B4P2G06	2021-10-20	2
F1S1R1D4B4P2A09	2021-10-20	2
F1S1R1D4B4P2H08	2021-10-20	53
F1S1R1D4B4P2B02	2021-10-20	43
F1S1R1D4B4P2F06	2021-10-20	2
F1S1R1D4B4P2D12	2021-10-21	77
F1S1R1D4B4P2G07	2021-10-21	6
F1S1R1D4B4P2D08	2021-10-21	-
F1S1R1D4B4P3C02	2021-10-21	88
F1S1R1D4B4P2E06	2021-10-21	567
F1S1R1D4B4P2D06	2021-10-21	466
F1S1R1D4B4P2D05	2021-10-21	127
F1S1R1D4B4P2F04	2021-10-21	73
F1S1R1D4B4P2F05	2021-10-21	52
F1S1R1D4B4P2F07	2021-10-21	8
F1S1R1D4B4P2F08	2021-10-21	26
F1S1R1D4B4P2E08	2021-10-21	-
F1S1R1D4B4P2C12	2021-10-21	77
F1S1R1D4B4P2H06	2021-10-21	221
F1S1R1D4B4P3D08	2021-10-21	-
F1S1R1D4B4P3E09	2021-10-21	-
F1S1R1D4B4P2H09	2021-10-21	26
F1S1R1D4B4P3C08	2021-10-21	950
F1S1R1D4B4P2A05	2021-10-21	86
F1S1R1D4B4P2H07	2021-10-21	404
F1S1R1D4B4P2A08	2021-10-21	-
F1S1R1D4B4P2B05	2021-10-21	1
F1S1R1D4B4P2B08	2021-10-21	53
F1S1R1D4B4P2B10	2021-10-21	43
F1S1R1D4B4P2B11	2021-10-21	87
F1S1R1D4B4P2H04	2021-10-21	52
F1S1R1D4B4P2G03	2021-10-21	620
F1S1R1D4B4P2G12	2021-10-22	4
F1S1R1D4B4P2H10	2021-10-22	24
F1S1R1D4B4P2H03	2021-10-22	2
F1S1R1D4B4P2H11	2021-10-22	506
F1S1R1D4B4P2C04	2021-10-22	22
F1S1R1D4B4P2E03	2021-10-22	36
F1S1R1D4B4P2C07	2021-10-22	-
F1S1R1D4B4P2C03	2021-10-22	36
F1S1R1D4B4P2B04	2021-10-22	-
F1S1R1D4B4P2B03	2021-10-22	43
F1S1R1D4B4P2A12	2021-10-22	-
F1S1R1D4B4P2A11	2021-10-22	24
F1S1R1D4B4P3G01	2021-10-22	6
F1S1R1D4B4P3F07	2021-10-22	22
F1S1R1D4B4P3D03	2021-10-22	32
F1S1R1D4B4P3C01	2021-10-23	-
F1S1R1D4B4P3A08	2021-10-23	2
F1S1R1D4B4P3D01	2021-10-23	1
F1S1R1D4B4P3B01	2021-10-23	2
F1S1R1D4B4P2E12	2021-10-23	77
F1S1R1D4B4P3E03	2021-10-23	1
eco_bs_487	2021-10-23	-
F1S1R1D4B4P3F01	2021-10-23	52
F1S1R1D4B4P3E01	2021-10-23	471
F1S1R1D4B4P3C03	2021-10-23	8
F1S1R1D4B4P3C10	2021-10-24	77
F1S1R1D4B4P3E04	2021-10-24	880
eco_bs_489	2021-10-24	43
F1S1R1D4B4P3A01	2021-10-24	4
F1S1R1D4B4P3H09	2021-10-24	2
eco_bs_488	2021-10-24	-
F1S1R1D4B4P3B10	2021-10-25	132
F1S1R1D4B4P3C09	2021-10-25	132
F1S1R1D4B4P3B03	2021-10-25	-
F1S1R1D4B4P3A07	2021-10-25	-
F1S1R1D4B4P3A06	2021-10-25	728
F1S1R1D4B4P3D07	2021-10-25	-
F1S1R1D4B4P3A05	2021-10-25	3
F1S1R1D4B4P3A04	2021-10-25	-
SH161121x2x14	2021-10-25	-
F1S1R1D4B4P3C04	2021-10-25	132
F1S1R1D4B4P3E10	2021-10-25	392
F1S1R1D4B4P3H03	2021-10-25	32
F1S1R1D4B4P3H07	2021-10-25	4
F1S1R1D4B4P3H06	2021-10-25	77
F1S1R1D4B4P3H05	2021-10-25	74
F1S1R1D4B4P4E08	2021-10-25	9
F1S1R1D4B4P4F03	2021-10-25	4
F1S1R1D4B4P3G04	2021-10-25	21
F1S1R1D4B4P4A01	2021-10-25	-
F1S1R1D4B4P3F10	2021-10-25	9
F1S1R1D4B4P3F03	2021-10-25	26
F1S1R1D4B4P4B01	2021-10-25	-
F1S1R1D4B4P4A05	2021-10-26	83
F1S1R1D4B4P4G05	2021-10-26	86
F1S1R1D4B4P3H10	2021-10-26	43
F1S1R1D4B4P3G11	2021-10-26	86
F1S1R1D4B4P4F05	2021-10-26	506
SH161121x2x8	2021-10-26	-
F1S1R1D4B4P3D05	2021-10-26	-
F1S1R1D4B4P3A11	2021-10-26	4
F1S1R1D4B4P3C11	2021-10-26	4
F1S1R1D4B4P4D09	2021-10-26	-
F1S1R1D4B4P3C05	2021-10-26	46
F1S1R1D4B4P4A11	2021-10-26	-
F1S1R1D4B4P3G10	2021-10-26	74
F1S1R1D4B4P3G12	2021-10-27	-
F1S1R1D4B4P3H11	2021-10-27	-
F1S1R1D4B4P3F12	2021-10-27	88
eco_bs_490	2021-10-27	43
SH161121x2x23	2021-10-27	53
F1S1R1D4B4P3H12	2021-10-27	620
F1S1R1D4B4P4B04	2021-10-27	53
F1S1R1D4B4P4B11	2021-10-27	43
F1S1R1D4B4P4E06	2021-10-27	-
F1S1R1D4B4P3C12	2021-10-27	620
F1S1R1D4B4P3D11	2021-10-27	43
F1S1R1D4B4P4G10	2021-10-27	490
F1S1R1D4B4P4C07	2021-10-27	-
SH161121x2x29	2021-10-27	1
F1S1R1D4B4P4C04	2021-10-27	620
F1S1R1D4B4P4C09	2021-10-28	-
SH161121x2x25	2021-10-28	36
SH161121x2x16	2021-10-28	478
F1S1R1D4B4P5D01	2021-10-28	-
SH161121x2x13	2021-10-28	90
F1S1R1D4B4P4C02	2021-10-28	221
F1S1R1D4B4P4H01	2021-10-28	24
F1S1R1D4B4P4A10	2021-10-28	350
F1S1R1D4B4P4G08	2021-10-28	1
F1S1R1D4B4P4F09	2021-10-28	43
F1S1R1D4B4P4F02	2021-10-28	4
F1S1R1D4B4P4B08	2021-10-28	-
F1S1R1D4B4P4E04	2021-10-28	-
F1S1R1D4B4P4D10	2021-10-28	77
F1S1R1D4B4P4D06	2021-10-28	882
F1S1R1D4B4P4C12	2021-10-28	632
F1S1R1D4B4P4C10	2021-10-28	24
F1S1R1D4B4P4F07	2021-10-28	8
F1S1R1D4B4P4B10	2021-10-28	66
F1S1R1D4B4P4H07	2021-10-28	506
SH161121x2x31	2021-10-28	36
F1S1R1D4B4P4G03	2021-10-29	10
F1S1R1D4B4P4B07	2021-10-29	43
SH161121x2x9	2021-10-29	938
F1S1R1D4B4P4D08	2021-10-29	2
F1S1R1D4B4P4A09	2021-10-29	88
F1S1R1D4B4P4A08	2021-10-29	379
F1S1R1D4B4P4A07	2021-10-29	33
F1S1R1D4B4P4A04	2021-10-29	-
F1S1R1D4B4P4E03	2021-10-29	-
F1S1R1D4B4P5F09	2021-10-29	694
F1S1R1D4B4P4F08	2021-10-29	22
F1S1R1D4B4P4F12	2021-10-29	4
F1S1R1D4B4P4B09	2021-10-29	490
F1S1R1D4B4P4G04	2021-10-29	3
F1S1R1D4B4P4G06	2021-10-29	302
F1S1R1D4B4P4B12	2021-10-29	66
SH161121x2x3	2021-10-29	-
F1S1R1D4B4P4H08	2021-10-29	22
F1S1R1D4B4P5A05	2021-10-29	53
F1S1R1D4B4P5C02	2021-10-29	66
F1S1R1D4B4P4H06	2021-10-29	1091
SH161121x2x10	2021-10-29	3
SH161121x2x21	2021-10-29	-
SH161121x2x11	2021-10-29	-
SH161121x2x12	2021-10-29	-
F1S1R1D4B4P4H04	2021-10-29	73
F1S1R1D4B4P5D04	2021-10-30	27
F1S1R1D4B4P4A12	2021-10-30	32
F1S1R1D4B4P5G04	2021-10-30	30
SH161121x2x15	2021-10-30	21
F1S1R1D4B4P4D11	2021-10-30	24
F1S1R1D4B4P4G11	2021-10-30	134
F1S1R1D4B4P5F02	2021-10-30	-
SH161121x2x44	2021-10-30	-
F1S1R1D4B4P4D12	2021-10-30	8
F1S1R1D4B4P5E05	2021-10-31	10
F1S1R1D4B4P5E03	2021-10-31	732
F1S1R1D4B4P5B08	2021-10-31	318
F1S1R1D4B4P5G03	2021-10-31	32
F1S1R1D4B4P5G05	2021-10-31	567
F1S1R1D4B4P5F03	2021-10-31	566
F1S1R1D4B4P5C04	2021-10-31	1
F1S1R1D4B4P5E09	2021-10-31	53
F1S1R1D4B4P5H03	2021-10-31	3
F1S1R1D4B4P5H01	2021-10-31	74
F1S1R1D4B4P5D03	2021-10-31	3
SH161121x2x28	2021-10-31	33
SH161121x2x43	2021-10-31	-
SH161121x2x32	2021-10-31	404
SH161121x2x47	2021-10-31	2
F1S1R1D4B4P5H08	2021-11-01	2
F1S1R2D1B1P1F05	2021-11-01	34
SH161121x2x41	2021-11-01	-
F1S1R1D4B4P5E06	2021-11-01	43
F1S1R1D4B4P5F01	2021-11-01	-
SH161121x2x45	2021-11-01	2
F1S1R2D1B1P1G06	2021-11-01	74
F1S1R2D1B1P1D09	2021-11-01	868
F1S1R1D4B4P5F06	2021-11-01	132
F1S1R1D4B4P5E07	2021-11-01	506
F1S1R1D4B4P5G02	2021-11-01	132
F1S1R1D4B4P5E01	2021-11-01	566
F1S1R1D4B4P5B06	2021-11-01	132
F1S1R1D4B4P5A03	2021-11-01	-
F1S1R1D4B4P5H02	2021-11-01	52
F1S1R1D4B4P5G10	2021-11-01	48
F1S1R1D4B4P5A09	2021-11-01	77
F1S1R1D4B4P5D06	2021-11-01	77
SH161121x2x33	2021-11-01	88
F1S1R1D4B4P5B02	2021-11-01	6
F1S1R1D4B4P5B03	2021-11-01	355
F1S1R1D4B4P5C03	2021-11-01	490
F1S1R1D4B4P5C09	2021-11-02	6
F1S1R1D4B4P5A11	2021-11-02	-
F1S1R1D4B4P5B10	2021-11-02	4
F1S1R1D4B4P5A07	2021-11-02	74
F1S1R1D4B4P5B05	2021-11-02	700
SH161121x2x39	2021-11-02	-
F1S1R1D4B4P5C11	2021-11-02	-
F1S1R1D4B4P5E10	2021-11-02	43
F1S1R2D1B1P1F03	2021-11-02	4
F1S1R1D4B4P5H05	2021-11-02	-
F1S1R1D4B4P5H10	2021-11-02	74
F1S1R1D4B4P5C06	2021-11-02	4
F1S1R1D4B4P5G12	2021-11-02	4
F1S1R1D4B4P5G06	2021-11-02	4
F1S1R2D1B1P1B02	2021-11-02	43
SH161121x2x42	2021-11-02	355
SH161121x2x54	2021-11-02	43
F1S1R2D1B1P1D02	2021-11-02	-
SH161121x2x51	2021-11-02	3
F1S1R1D4B4P5F05	2021-11-02	-
F1S1R2D1B1P1C02	2021-11-02	7
SH161121x2x48	2021-11-02	887
F1S1R2D1B1P1G01	2021-11-02	315
F1S1R1D4B4P5H06	2021-11-02	4
F1S1R1D4B4P5F11	2021-11-02	27
SH161121x2x55	2021-11-03	3
SH161121x2x61	2021-11-03	43
SH161121x2x65	2021-11-03	29
SH161121x2x76	2021-11-03	3
SH161121x2x49	2021-11-03	33
SH161121x2x56	2021-11-03	29
F1S1R1D4B4P5B11	2021-11-03	773
F1S1R2D1B1P1D08	2021-11-03	1
F1S1R2D1B1P1B08	2021-11-03	-
F1S1R2D1B1P1B07	2021-11-03	506
eco_bs_493	2021-11-03	43
F1S1R2D1B1P1C08	2021-11-03	4
F1S1R2D1B1P1B03	2021-11-03	506
F1S1R2D1B1P1D01	2021-11-03	350
F1S1R2D1B1P1C01	2021-11-03	-
F1S1R2D1B1P1H03	2021-11-03	4
F1S1R2D1B1P1C04	2021-11-03	773
F1S1R2D1B1P1E07	2021-11-03	-
F1S1R2D1B1P1G03	2021-11-03	1
F1S1R2D1B1P1E01	2021-11-03	-
F1S1R2D1B1P1F08	2021-11-03	3
F1S1R2D1B1P1E05	2021-11-03	-
F1S1R2D1B1P1E11	2021-11-03	4
eco_bs_496	2021-11-04	86
F1S1R2D1B1P1D07	2021-11-04	388
F1S1R2D1B1P1E03	2021-11-04	-
eco_bs_494	2021-11-04	-
F1S1R2D1B1P1C05	2021-11-04	43
F1S1R2D1B1P1G07	2021-11-04	24
F1S1R2D1B1P1G05	2021-11-04	52
F1S1R2D1B1P1D06	2021-11-04	34
F1S1R2D1B1P1D05	2021-11-04	6
F1S1R2D1B1P1H10	2021-11-04	1
F1S1R2D1B1P1H05	2021-11-04	-
F1S1R2D1B1P1H04	2021-11-04	43
F1S1R2D1B1P1G12	2021-11-04	24
F1S1R2D1B1P1C06	2021-11-04	3
F1S1R2D1B1P1H07	2021-11-04	53
eco_bs_495	2021-11-04	43
SH161121x2x72	2021-11-04	129
F1S1R1D4B4P5H11	2021-11-04	52
F1S1R2D1B1P1C03	2021-11-04	318
SH161121x2x87	2021-11-04	43
F1S1R2D1B1P1B05	2021-11-04	10
SH161121x2x62	2021-11-04	53
SH161121x2x63	2021-11-04	-
SH161121x2x71	2021-11-04	3
SH161121x2x80	2021-11-04	35
SH161121x2x64	2021-11-04	32
SH161121x2x73	2021-11-04	21
SH161121x2x66	2021-11-04	-
SH161121x2x83	2021-11-04	-
F1S1R2D1B1P1F12	2021-11-05	3
SH161121x2x84	2021-11-05	-
F1S1R2D1B1P1F01	2021-11-05	-
F1S1R1D4B4P5B12	2021-11-05	350
SH161121x2x85	2021-11-05	3
F1S1R2D1B1P1A05	2021-11-05	874
F1S1R2D1B1P2G03	2021-11-05	1
F1S1R2D1B1P1G10	2021-11-05	43
eco_bs_497	2021-11-05	741
SH161121x2x70	2021-11-05	43
SH161121x2x69	2021-11-05	-
F1S1R2D1B1P1H12	2021-11-05	874
SH161121x2x68	2021-11-05	1
F1S1R2D1B1P1D04	2021-11-05	53
F1S1R2D1B1P1C07	2021-11-05	817
F1S1R2D1B1P2A09	2021-11-05	-
F1S1R2D1B1P1B06	2021-11-05	39
F1S1R2D1B1P2C05	2021-11-05	-
F1S1R2D1B1P2C03	2021-11-05	-
F1S1R2D1B1P2H08	2021-11-05	24
SH161121x2x81	2021-11-06	722
SH161121x2x82	2021-11-06	-
F1S1R2D1B1P1C12	2021-11-06	43
SH161121x2x78	2021-11-06	732
F1S1R2D1B1P2A11	2021-11-06	2
F1S1R2D1B1P1D12	2021-11-06	-
F1S1R2D1B1P1E12	2021-11-06	1
F1S1R2D1B1P2G05	2021-11-06	519
F1S1R2D1B1P1D11	2021-11-06	7
F1S1R2D1B1P2D03	2021-11-06	519
F1S1R2D1B1P2D02	2021-11-06	3
F1S1R2D1B1P2C12	2021-11-06	39
F1S1R2D1B1P2B03	2021-11-06	32
F1S1R2D1B1P2C06	2021-11-06	519
F1S1R2D1B1P2B06	2021-11-06	519
F1S1R2D1B1P2H04	2021-11-07	24
F1S1R2D1B1P2H02	2021-11-07	-
F1S1R2D1B1P2G08	2021-11-07	4
F1S1R2D1B1P1A12	2021-11-07	1095
F1S1R2D1B1P1B12	2021-11-07	10
F1S1R2D1B1P2D11	2021-11-07	-
F1S1R2D1B1P2A01	2021-11-07	53
F1S1R2D1B1P2A03	2021-11-07	712
F1S1R2D1B1P2B09	2021-11-07	-
F1S1R2D1B1P2A05	2021-11-07	-
F1S1R2D1B1P2H09	2021-11-08	318
F1S1R2D1B1P2H05	2021-11-08	946
F1S1R2D1B1P3C05	2021-11-08	-
F1S1R2D1B1P2G09	2021-11-08	1
F1S1R2D1B1P2A04	2021-11-08	34
F1S1R2D1B1P2G01	2021-11-08	506
F1S1R2D1B1P2F11	2021-11-08	-
F1S1R2D1B1P2F08	2021-11-08	3
F1S1R2D1B1P2E08	2021-11-08	24
F1S1R2D1B1P2E06	2021-11-08	77
F1S1R2D1B1P3D03	2021-11-08	3
F1S1R2D1B1P3C03	2021-11-08	-
F1S1R2D1B1P2E02	2021-11-08	26
F1S1R2D1B1P2A06	2021-11-08	21
F1S1R2D1B1P2D10	2021-11-08	318
F1S1R2D1B1P2D08	2021-11-08	74
F1S1R2D1B1P2D04	2021-11-08	-
F1S1R2D1B1P2B01	2021-11-08	414
F1S1R2D1B1P2C08	2021-11-08	2
F1S1R2D1B1P2B04	2021-11-08	21
F1S1R2D1B1P2B05	2021-11-08	24
F1S1R2D1B1P2E04	2021-11-08	77
F1S1R2D1B1P3F01	2021-11-08	1
F1S1R2D1B1P3B05	2021-11-09	3
F1S1R2D1B1P3B01	2021-11-09	53
F1S1R2D1B1P3A05	2021-11-09	4
F1S1R2D1B1P3A01	2021-11-09	32
F1S1R2D1B1P2B12	2021-11-09	4
F1S1R2D1B1P2A02	2021-11-09	53
F1S1R2D1B1P2E05	2021-11-09	-
F1S1R2D1B1P2E01	2021-11-09	52
F1S1R2D1B1P2A12	2021-11-09	88
F1S1R2D1B1P2B02	2021-11-09	35
F1S1R2D1B1P2C02	2021-11-09	355
F1S1R2D1B1P3F03	2021-11-09	7
F1S1R2D1B1P2F04	2021-11-09	702
F1S1R2D1B1P2H12	2021-11-10	82
F1S1R2D1B1P3H09	2021-11-10	32
F1S1R2D1B1P3G09	2021-11-10	32
F1S1R2D1B1P3G03	2021-11-10	3
F1S1R2D1B1P3G02	2021-11-10	1
F1S1R2D1B1P2G12	2021-11-10	-
F1S1R2D1B1P3F08	2021-11-10	-
F1S1R2D1B1P3F02	2021-11-10	4
F1S1R2D1B1P3E03	2021-11-10	74
F1S1R2D1B1P3E02	2021-11-10	35
F1S1R2D1B1P3D02	2021-11-10	-
F1S1R2D1B1P3H05	2021-11-10	3
F1S1R2D1B1P3A03	2021-11-10	-
F1S1R2D1B1P3C02	2021-11-10	2
